index,food_type,weight_g,temperature_C,humidity_%,gas_ppm,days_since_added,condition,sufficient
14395,creme_brulee,459.5,2.0,62.0,4.4,7,spoiled,sufficient
45787,seaweed_salad,291.9,3.1,65.0,19.3,3,near_spoiled,not_sufficient
22336,fish_and_chips,467.3,5.6,62.3,6.9,3,fine,sufficient
8398,ceviche,396.4,2.3,48.6,3.4,2,fine,sufficient
14163,creme_brulee,392.7,1.3,29.4,8.8,7,spoiled,sufficient
26947,fried_calamari,300.3,8.1,71.8,5.0,6,spoiled,sufficient
44765,sashimi,400.8,4.6,54.7,2.3,4,fine,sufficient
26346,fried_calamari,318.4,1.9,61.2,4.9,5,near_spoiled,sufficient
33403,hummus,345.2,7.8,44.8,3.7,2,near_spoiled,sufficient
22464,fish_and_chips,418.7,2.7,45.8,4.7,0,fine,sufficient
2383,beef_carpaccio,364.5,6.8,54.8,8.7,5,near_spoiled,sufficient
24566,french_onion_soup,302.3,9.4,46.6,7.1,6,spoiled,sufficient
6477,caesar_salad,546.8,6.5,58.1,18.7,1,near_spoiled,sufficient
36946,macaroni_and_cheese,388.1,5.3,90.2,1.1,5,near_spoiled,sufficient
37549,nachos,389.7,5.0,68.8,3.5,2,fine,sufficient
11313,chicken_curry,357.4,1.9,65.8,5.9,7,spoiled,sufficient
11065,chicken_curry,341.5,5.0,39.7,1.8,1,fine,sufficient
30836,grilled_salmon,437.2,7.5,38.3,3.3,4,near_spoiled,sufficient
25308,french_toast,420.0,3.5,69.4,6.2,2,fine,sufficient
10532,cheesecake,243.8,6.6,62.7,4.4,3,near_spoiled,not_sufficient
38760,omelette,325.6,4.4,53.8,3.9,3,fine,sufficient
27375,fried_rice,364.8,3.6,73.2,1.9,0,fine,sufficient
2764,beef_carpaccio,489.9,0.9,51.6,8.8,4,fine,sufficient
2582,beef_carpaccio,383.6,5.3,42.3,3.1,4,fine,sufficient
47854,strawberry_shortcake,467.9,5.2,57.2,6.0,4,fine,sufficient
12000,chicken_curry,270.3,7.8,46.7,6.6,0,near_spoiled,not_sufficient
41154,pizza,209.0,4.4,35.0,6.4,7,spoiled,not_sufficient
43443,risotto,193.7,4.6,52.1,2.8,3,fine,not_sufficient
23186,french_fries,418.4,8.2,53.3,4.7,2,spoiled,sufficient
42216,ramen,121.5,6.1,46.7,4.4,7,spoiled,not_sufficient
34873,ice_cream,453.8,1.8,33.6,1.6,6,near_spoiled,sufficient
37406,nachos,511.7,4.4,62.0,6.3,5,near_spoiled,sufficient
46415,spaghetti_carbonara,480.3,4.4,48.6,8.9,0,fine,sufficient
3765,beef_salad,267.8,5.5,75.9,18.0,2,near_spoiled,not_sufficient
4235,bread_pudding,348.7,3.9,42.5,3.0,5,near_spoiled,sufficient
4995,bread_pudding,423.3,2.7,56.2,5.6,7,spoiled,sufficient
29101,greek_salad,309.9,1.4,53.7,20.6,0,near_spoiled,sufficient
37826,nachos,498.5,6.8,40.9,4.7,7,spoiled,sufficient
4435,bread_pudding,234.0,6.7,20.0,3.8,1,near_spoiled,not_sufficient
11677,chicken_curry,446.1,4.9,56.1,5.3,4,fine,sufficient
718,apple-pie,317.1,3.2,47.2,18.5,0,near_spoiled,sufficient
29895,greek_salad,344.4,6.4,57.2,20.8,0,near_spoiled,sufficient
36585,macaroni_and_cheese,399.3,6.6,70.2,7.0,2,near_spoiled,sufficient
6774,caesar_salad,419.0,6.2,68.8,20.9,2,near_spoiled,sufficient
43955,risotto,408.6,6.4,66.8,4.1,2,near_spoiled,sufficient
48011,sushi,397.9,3.6,46.0,3.1,3,fine,sufficient
10739,cheesecake,281.6,10.0,20.1,4.3,6,spoiled,not_sufficient
27049,fried_rice,213.9,4.1,84.6,3.1,5,near_spoiled,not_sufficient
14672,creme_brulee,467.4,2.6,57.0,5.6,5,near_spoiled,sufficient
42582,ramen,338.6,7.8,74.4,6.7,2,near_spoiled,sufficient
33273,hummus,388.7,5.1,77.2,5.8,7,spoiled,sufficient
42057,ramen,161.3,6.8,69.8,6.9,7,spoiled,not_sufficient
39580,onion_rings,186.6,1.0,69.1,8.7,7,spoiled,not_sufficient
36662,macaroni_and_cheese,319.7,6.0,74.9,4.3,6,near_spoiled,sufficient
9360,cheese_plate,343.8,2.5,37.8,5.3,6,near_spoiled,sufficient
30076,grilled_salmon,451.7,3.5,65.1,5.8,5,near_spoiled,sufficient
10656,cheesecake,324.2,1.7,67.8,2.7,5,near_spoiled,sufficient
30699,grilled_salmon,271.9,2.2,83.5,5.7,5,near_spoiled,not_sufficient
36469,macaroni_and_cheese,418.7,1.7,73.5,10.7,1,fine,sufficient
40143,pancakes,344.5,4.7,70.8,4.2,3,fine,sufficient
32131,hot_dog,263.8,5.2,51.1,3.1,7,spoiled,not_sufficient
39083,onion_rings,211.0,5.1,91.9,7.3,1,fine,not_sufficient
12817,chicken_wings,477.3,7.0,55.5,3.6,5,near_spoiled,sufficient
36414,macaroni_and_cheese,270.4,3.0,50.1,3.6,3,fine,not_sufficient
193,apple-pie,376.0,5.9,59.8,16.7,1,near_spoiled,sufficient
25397,french_toast,386.0,6.3,48.4,5.1,6,near_spoiled,sufficient
33585,hummus,510.0,5.8,43.6,1.9,2,fine,sufficient
30010,grilled_salmon,369.5,4.5,76.0,8.0,7,spoiled,sufficient
49055,waffles,289.8,3.4,79.5,4.4,6,near_spoiled,not_sufficient
15811,cup_cakes,275.7,6.5,87.7,1.3,1,near_spoiled,not_sufficient
6161,caesar_salad,424.0,6.8,55.4,15.1,0,near_spoiled,sufficient
19072,edamame,261.4,5.5,66.2,7.0,1,fine,not_sufficient
37159,nachos,319.4,4.6,58.2,7.6,0,fine,sufficient
11165,chicken_curry,298.9,5.1,100.0,5.5,2,fine,not_sufficient
27965,fried_rice,267.9,4.7,71.8,3.8,5,near_spoiled,not_sufficient
4928,bread_pudding,226.5,2.3,41.6,1.0,3,fine,not_sufficient
28917,garlic_bread,377.6,9.0,45.8,10.7,2,spoiled,sufficient
5553,breakfast_burrito,295.1,0.0,50.6,3.2,6,near_spoiled,not_sufficient
10800,cheesecake,340.0,2.6,51.5,5.9,1,fine,sufficient
48657,sushi,358.2,2.4,68.8,6.2,1,fine,sufficient
239,apple-pie,228.3,4.3,72.8,26.9,2,spoiled,not_sufficient
12208,chicken_wings,217.4,4.5,61.6,5.9,7,spoiled,not_sufficient
49105,waffles,302.1,5.5,44.6,7.3,5,near_spoiled,sufficient
43938,risotto,203.1,6.6,44.2,4.8,3,near_spoiled,not_sufficient
45498,seaweed_salad,401.5,7.0,54.7,16.5,1,near_spoiled,sufficient
37005,nachos,324.2,4.3,30.2,6.2,2,fine,sufficient
5619,breakfast_burrito,369.8,5.9,45.4,4.4,7,spoiled,sufficient
30050,grilled_salmon,176.2,5.3,39.2,6.3,1,fine,not_sufficient
25522,french_toast,425.6,7.0,45.9,5.7,7,spoiled,sufficient
46154,spaghetti_carbonara,388.8,4.7,58.5,6.0,6,near_spoiled,sufficient
8641,ceviche,462.3,5.5,42.4,6.1,0,fine,sufficient
37866,nachos,378.8,3.6,55.1,7.1,5,near_spoiled,sufficient
14666,creme_brulee,217.8,0.5,64.5,4.1,4,fine,not_sufficient
35011,lobster_roll_sandwich,312.7,7.1,40.6,4.7,1,near_spoiled,sufficient
36321,macaroni_and_cheese,203.5,4.7,21.1,8.1,7,spoiled,not_sufficient
19390,edamame,239.7,5.4,50.2,5.2,0,fine,not_sufficient
19745,edamame,402.5,5.9,58.3,7.9,0,fine,sufficient
15535,cup_cakes,316.0,3.2,62.9,6.2,0,fine,sufficient
8329,ceviche,410.7,4.7,54.1,6.1,3,fine,sufficient
38397,omelette,269.9,6.8,39.6,5.7,1,near_spoiled,not_sufficient
43371,risotto,302.6,6.2,45.9,4.5,6,near_spoiled,sufficient
37276,nachos,496.2,6.8,79.8,1.9,0,near_spoiled,sufficient
3454,beef_salad,389.5,1.8,78.5,16.2,2,near_spoiled,sufficient
44943,sashimi,365.2,4.2,71.1,3.3,2,fine,sufficient
31871,hot_and_sour_soup,317.3,4.4,75.5,4.6,7,spoiled,sufficient
46378,spaghetti_carbonara,394.0,4.7,61.5,6.4,6,near_spoiled,sufficient
35063,lobster_roll_sandwich,302.5,2.9,86.5,2.3,0,fine,sufficient
26830,fried_calamari,371.2,2.0,83.7,5.0,1,fine,sufficient
44572,sashimi,360.3,3.9,47.2,0.7,2,fine,sufficient
29346,greek_salad,334.9,7.8,86.7,16.9,0,near_spoiled,sufficient
43940,risotto,520.8,1.1,57.5,5.0,6,near_spoiled,sufficient
24691,french_onion_soup,421.7,3.8,63.1,2.8,2,fine,sufficient
46084,spaghetti_carbonara,377.2,3.2,42.1,6.3,7,spoiled,sufficient
21114,filet_mignon,389.0,4.4,40.8,5.8,5,near_spoiled,sufficient
23502,french_fries,227.8,4.0,77.3,5.3,4,fine,not_sufficient
41459,pizza,407.5,5.6,43.8,6.0,1,fine,sufficient
7082,carrot_cake,398.8,6.6,69.6,16.8,7,spoiled,sufficient
31136,hot_and_sour_soup,219.9,6.1,56.9,8.6,7,spoiled,not_sufficient
30955,grilled_salmon,380.7,5.1,52.7,6.9,2,fine,sufficient
4734,bread_pudding,355.7,1.0,42.2,2.6,0,fine,sufficient
41681,pizza,457.3,0.9,42.4,1.3,6,near_spoiled,sufficient
13046,chocolate_cake,316.3,4.9,51.5,2.5,3,fine,sufficient
48741,sushi,406.4,3.9,60.0,8.4,0,fine,sufficient
13918,chocolate_cake,468.2,1.5,54.2,4.1,4,fine,sufficient
44050,sashimi,304.9,4.0,58.1,4.9,6,near_spoiled,sufficient
14956,creme_brulee,362.4,3.2,63.7,7.3,1,fine,sufficient
48979,sushi,465.6,4.2,58.6,3.1,2,fine,sufficient
20930,falafel,434.3,6.9,57.3,4.8,2,near_spoiled,sufficient
48875,sushi,429.5,4.8,63.9,3.0,0,fine,sufficient
44279,sashimi,346.4,5.0,56.7,6.0,4,fine,sufficient
5521,breakfast_burrito,464.5,10.0,49.1,6.9,6,spoiled,sufficient
32116,hot_dog,259.2,3.0,63.2,2.7,0,fine,not_sufficient
44590,sashimi,352.0,2.3,70.0,8.9,7,spoiled,sufficient
23200,french_fries,246.4,6.2,64.7,4.5,6,near_spoiled,not_sufficient
35469,lobster_roll_sandwich,268.4,3.4,67.3,3.9,3,fine,not_sufficient
28247,garlic_bread,412.1,4.5,29.8,5.0,7,spoiled,sufficient
1701,baklava,318.3,6.5,50.6,4.6,6,near_spoiled,sufficient
27887,fried_rice,542.3,5.1,56.1,3.3,7,spoiled,sufficient
27519,fried_rice,319.4,7.1,60.3,3.8,4,near_spoiled,sufficient
6969,caesar_salad,258.6,4.7,63.3,16.1,1,near_spoiled,not_sufficient
16323,deviled_eggs,323.3,6.4,75.4,7.0,6,near_spoiled,sufficient
24528,french_onion_soup,397.1,5.5,41.2,3.1,6,near_spoiled,sufficient
38988,omelette,344.7,2.8,49.2,3.7,4,fine,sufficient
46053,spaghetti_carbonara,196.3,8.3,60.6,3.8,6,spoiled,not_sufficient
32855,hot_dog,398.4,5.0,71.4,2.3,5,near_spoiled,sufficient
26885,fried_calamari,329.7,5.6,36.3,5.6,7,spoiled,sufficient
27254,fried_rice,269.0,4.2,54.4,1.3,4,fine,not_sufficient
49012,waffles,301.1,5.6,87.7,4.3,6,near_spoiled,sufficient
47607,strawberry_shortcake,311.3,6.3,87.3,5.5,0,near_spoiled,sufficient
18979,dumplings,289.2,10.0,44.9,2.1,3,spoiled,not_sufficient
17414,donuts,153.5,3.0,38.4,5.1,2,fine,not_sufficient
137,apple-pie,355.0,4.4,56.3,18.4,3,near_spoiled,sufficient
39741,onion_rings,226.8,5.0,68.1,10.0,6,near_spoiled,not_sufficient
23409,french_fries,278.3,5.3,60.8,6.2,3,fine,not_sufficient
30817,grilled_salmon,215.9,6.0,35.6,2.2,3,fine,not_sufficient
11088,chicken_curry,287.5,5.8,77.6,4.6,1,fine,not_sufficient
19239,edamame,343.8,5.9,70.6,5.3,2,fine,sufficient
15722,cup_cakes,407.8,5.9,67.4,9.8,1,fine,sufficient
1201,baklava,201.6,4.5,35.0,2.4,2,fine,not_sufficient
38890,omelette,342.0,5.6,46.3,2.5,0,fine,sufficient
26148,fried_calamari,202.3,4.8,42.5,4.5,4,fine,not_sufficient
44896,sashimi,382.4,3.1,37.6,3.2,3,fine,sufficient
49086,waffles,416.1,5.4,66.7,3.1,0,fine,sufficient
30445,grilled_salmon,359.6,2.1,53.7,6.2,0,fine,sufficient
6297,caesar_salad,497.1,6.9,69.3,17.4,1,near_spoiled,sufficient
3928,beef_salad,551.2,6.9,67.8,17.2,1,near_spoiled,sufficient
14388,creme_brulee,342.8,0.6,68.3,1.3,5,near_spoiled,sufficient
26490,fried_calamari,391.6,4.7,50.7,4.0,3,fine,sufficient
32829,hot_dog,403.7,4.9,78.5,0.7,3,fine,sufficient
3607,beef_salad,439.6,5.5,28.9,19.1,2,near_spoiled,sufficient
21226,filet_mignon,341.4,3.2,44.6,4.0,2,fine,sufficient
26936,fried_calamari,385.7,1.6,53.6,5.9,2,fine,sufficient
35099,lobster_roll_sandwich,370.7,5.4,86.7,4.2,0,fine,sufficient
11708,chicken_curry,370.5,5.6,63.2,6.1,3,fine,sufficient
2188,beef_carpaccio,342.3,3.3,60.2,8.5,1,fine,sufficient
32964,hot_dog,498.1,7.5,60.5,6.7,2,near_spoiled,sufficient
12357,chicken_wings,292.2,4.8,69.1,6.9,3,fine,not_sufficient
17187,donuts,385.7,8.6,70.8,3.1,1,spoiled,sufficient
15955,cup_cakes,371.8,4.7,59.9,4.2,5,near_spoiled,sufficient
35437,lobster_roll_sandwich,126.3,2.5,81.5,3.8,3,fine,not_sufficient
47439,strawberry_shortcake,262.9,2.5,65.3,4.8,0,fine,not_sufficient
18453,dumplings,283.0,4.3,99.9,4.9,4,fine,not_sufficient
35530,lobster_roll_sandwich,620.6,6.4,66.3,6.0,1,near_spoiled,sufficient
34801,ice_cream,600.0,3.4,59.4,4.6,3,fine,sufficient
25501,french_toast,365.6,4.6,84.7,5.5,7,spoiled,sufficient
5104,breakfast_burrito,400.5,6.0,33.2,4.0,0,fine,sufficient
13653,chocolate_cake,307.9,10.0,92.9,3.6,3,spoiled,sufficient
31782,hot_and_sour_soup,395.4,6.9,55.7,5.7,5,near_spoiled,sufficient
1638,baklava,368.1,3.0,37.9,4.1,3,fine,sufficient
41081,pizza,327.7,7.1,43.2,5.3,7,spoiled,sufficient
30450,grilled_salmon,436.1,4.9,60.7,6.9,6,near_spoiled,sufficient
11174,chicken_curry,229.7,5.6,60.2,6.7,6,near_spoiled,not_sufficient
48192,sushi,345.3,4.4,90.9,6.2,1,fine,sufficient
35843,lobster_roll_sandwich,322.6,2.3,56.4,6.8,6,near_spoiled,sufficient
25399,french_toast,271.4,5.8,45.2,7.4,3,fine,not_sufficient
7297,carrot_cake,370.9,2.9,55.8,21.0,1,near_spoiled,sufficient
3279,beef_salad,388.7,4.4,80.3,27.6,3,spoiled,sufficient
31708,hot_and_sour_soup,435.5,4.8,61.8,6.0,3,fine,sufficient
8004,ceviche,421.6,2.2,67.0,7.7,0,fine,sufficient
26712,fried_calamari,365.4,7.6,71.7,3.6,5,near_spoiled,sufficient
29494,greek_salad,386.9,5.6,37.3,18.6,0,near_spoiled,sufficient
45967,seaweed_salad,167.4,1.5,62.6,12.6,1,fine,not_sufficient
41095,pizza,360.5,4.3,45.6,6.6,0,fine,sufficient
47272,strawberry_shortcake,235.9,4.7,36.6,4.2,0,fine,not_sufficient
31958,hot_and_sour_soup,324.1,0.2,81.5,6.9,7,spoiled,sufficient
23300,french_fries,304.2,3.2,58.6,6.5,0,fine,sufficient
13517,chocolate_cake,411.8,7.3,53.0,8.3,4,near_spoiled,sufficient
7353,carrot_cake,249.1,6.5,70.0,14.4,4,near_spoiled,not_sufficient
10752,cheesecake,399.9,4.1,24.4,9.2,1,fine,sufficient
40598,pancakes,474.4,5.5,66.1,2.7,1,fine,sufficient
16447,deviled_eggs,315.3,3.8,61.2,8.9,4,fine,sufficient
24418,french_onion_soup,461.9,8.1,40.4,6.0,1,spoiled,sufficient
7698,carrot_cake,414.2,3.6,85.3,28.1,3,spoiled,sufficient
49146,waffles,115.1,2.4,49.2,6.1,3,fine,not_sufficient
5669,breakfast_burrito,234.9,5.2,71.2,5.2,6,near_spoiled,not_sufficient
38507,omelette,292.9,6.0,45.2,3.8,0,fine,not_sufficient
28274,garlic_bread,414.1,5.2,39.9,6.1,0,fine,sufficient
43428,risotto,305.2,4.0,63.1,4.2,6,near_spoiled,sufficient
18426,dumplings,499.5,6.6,67.5,2.3,7,spoiled,sufficient
41702,pizza,333.2,8.1,32.9,3.7,4,spoiled,sufficient
5308,breakfast_burrito,302.5,8.8,61.1,5.9,5,spoiled,sufficient
4459,bread_pudding,301.9,4.6,46.8,4.1,6,near_spoiled,sufficient
20026,falafel,275.4,5.4,41.8,0.5,0,fine,not_sufficient
47563,strawberry_shortcake,526.6,5.6,53.3,5.0,7,spoiled,sufficient
19643,edamame,511.7,4.3,67.8,10.3,7,spoiled,sufficient
12856,chicken_wings,229.5,5.9,47.9,1.5,7,spoiled,not_sufficient
18258,dumplings,438.8,4.6,57.7,5.0,0,fine,sufficient
21129,filet_mignon,227.6,8.7,41.4,7.7,1,spoiled,not_sufficient
27173,fried_rice,271.2,6.2,68.6,6.1,2,near_spoiled,not_sufficient
26294,fried_calamari,318.3,5.1,54.3,8.4,6,near_spoiled,sufficient
19297,edamame,491.1,7.0,64.0,3.8,0,near_spoiled,sufficient
43804,risotto,370.8,4.3,48.7,2.3,1,fine,sufficient
20412,falafel,335.8,3.5,39.4,6.9,6,near_spoiled,sufficient
38257,omelette,466.5,3.7,54.0,7.8,4,fine,sufficient
16679,deviled_eggs,262.7,5.6,66.3,3.5,3,fine,not_sufficient
8025,ceviche,253.0,3.3,61.2,5.7,2,fine,not_sufficient
24171,french_onion_soup,294.0,3.2,35.9,7.0,6,near_spoiled,not_sufficient
29062,greek_salad,118.2,1.8,76.0,20.2,3,near_spoiled,not_sufficient
43517,risotto,312.2,6.6,56.6,5.1,1,near_spoiled,sufficient
49084,waffles,273.4,2.3,28.9,4.0,0,fine,not_sufficient
23249,french_fries,301.7,2.8,48.8,2.5,6,near_spoiled,sufficient
16874,deviled_eggs,282.1,6.3,84.7,5.0,3,near_spoiled,not_sufficient
25070,french_toast,356.0,4.0,47.1,5.6,6,near_spoiled,sufficient
33459,hummus,307.8,5.8,67.0,9.1,3,fine,sufficient
30472,grilled_salmon,473.3,4.5,58.5,6.1,1,fine,sufficient
44782,sashimi,344.8,3.8,69.2,2.7,7,spoiled,sufficient
16987,deviled_eggs,326.7,3.9,65.3,6.4,2,fine,sufficient
10104,cheesecake,269.1,6.6,70.8,5.9,6,near_spoiled,not_sufficient
1015,baklava,426.6,5.6,52.5,4.4,4,fine,sufficient
47519,strawberry_shortcake,522.5,5.5,35.6,2.8,0,fine,sufficient
870,apple-pie,524.1,5.5,78.1,27.0,3,spoiled,sufficient
34762,ice_cream,245.9,2.1,50.4,3.3,0,fine,not_sufficient
10627,cheesecake,219.2,4.5,57.1,6.1,3,fine,not_sufficient
44718,sashimi,472.3,2.3,64.8,6.5,0,fine,sufficient
14925,creme_brulee,388.3,3.0,54.0,6.5,3,fine,sufficient
43327,risotto,471.0,2.0,79.1,2.2,4,fine,sufficient
7611,carrot_cake,304.6,6.8,59.3,17.5,4,near_spoiled,sufficient
5284,breakfast_burrito,464.0,8.1,80.9,8.2,7,spoiled,sufficient
4371,bread_pudding,370.9,1.9,53.4,1.7,0,fine,sufficient
26150,fried_calamari,210.5,5.0,57.8,9.0,3,fine,not_sufficient
1362,baklava,401.4,5.5,24.6,5.7,0,fine,sufficient
26250,fried_calamari,227.6,4.5,59.9,4.8,5,near_spoiled,not_sufficient
34398,ice_cream,531.4,2.8,58.3,5.4,5,near_spoiled,sufficient
12626,chicken_wings,439.8,5.6,83.3,6.9,7,spoiled,sufficient
1552,baklava,326.3,1.1,42.1,8.6,3,fine,sufficient
20811,falafel,342.8,3.5,58.9,5.7,1,fine,sufficient
49981,waffles,368.9,8.5,69.1,7.1,2,spoiled,sufficient
27587,fried_rice,183.9,3.1,68.9,2.8,7,spoiled,not_sufficient
8253,ceviche,341.8,4.7,55.2,5.7,0,fine,sufficient
10443,cheesecake,383.2,8.2,45.1,2.6,0,spoiled,sufficient
46273,spaghetti_carbonara,382.1,6.1,81.0,2.0,4,near_spoiled,sufficient
5040,breakfast_burrito,222.4,7.7,60.7,2.5,6,near_spoiled,not_sufficient
49131,waffles,292.0,7.9,50.3,7.2,5,near_spoiled,not_sufficient
21870,filet_mignon,395.0,4.6,48.3,4.7,2,fine,sufficient
22521,fish_and_chips,323.7,5.7,66.1,4.8,5,near_spoiled,sufficient
38463,omelette,353.8,4.8,78.5,1.6,1,fine,sufficient
37888,nachos,355.4,8.0,73.6,5.0,3,near_spoiled,sufficient
30132,grilled_salmon,489.4,9.8,87.0,4.5,6,spoiled,sufficient
1135,baklava,353.3,3.7,35.9,6.3,5,near_spoiled,sufficient
43765,risotto,337.6,3.1,54.9,7.6,6,near_spoiled,sufficient
24945,french_onion_soup,279.5,3.7,93.4,1.7,6,near_spoiled,not_sufficient
10279,cheesecake,273.4,4.7,61.4,3.1,2,fine,not_sufficient
28328,garlic_bread,411.5,5.4,44.5,6.3,7,spoiled,sufficient
10452,cheesecake,489.2,2.3,36.1,4.0,1,fine,sufficient
4018,bread_pudding,216.7,3.9,26.5,6.4,4,fine,not_sufficient
10410,cheesecake,237.0,4.8,67.2,1.3,0,fine,not_sufficient
25641,french_toast,248.6,6.9,82.1,7.3,6,near_spoiled,not_sufficient
35193,lobster_roll_sandwich,492.8,10.0,79.5,4.9,1,spoiled,sufficient
4139,bread_pudding,450.7,5.6,26.7,9.3,7,spoiled,sufficient
44817,sashimi,169.4,4.9,32.2,5.3,5,near_spoiled,not_sufficient
860,apple-pie,361.3,3.3,37.8,21.8,4,near_spoiled,sufficient
29944,greek_salad,313.1,5.6,45.1,18.1,3,near_spoiled,sufficient
2963,beef_carpaccio,501.1,4.9,50.8,1.8,4,fine,sufficient
24474,french_onion_soup,395.2,5.8,55.8,2.7,5,near_spoiled,sufficient
2427,beef_carpaccio,364.7,4.8,58.3,6.1,0,fine,sufficient
3677,beef_salad,125.0,5.2,71.4,26.7,1,spoiled,not_sufficient
29316,greek_salad,363.9,4.6,57.7,18.2,0,near_spoiled,sufficient
29039,greek_salad,411.0,3.5,56.9,24.2,0,near_spoiled,sufficient
7675,carrot_cake,239.7,7.4,46.3,23.0,3,near_spoiled,not_sufficient
19875,edamame,380.3,6.2,56.5,4.0,2,near_spoiled,sufficient
12978,chicken_wings,255.8,4.6,76.8,1.1,1,fine,not_sufficient
18486,dumplings,194.7,5.6,46.9,4.5,5,near_spoiled,not_sufficient
16754,deviled_eggs,277.2,4.6,59.8,3.3,5,near_spoiled,not_sufficient
37706,nachos,382.5,1.6,74.6,7.6,7,spoiled,sufficient
43665,risotto,288.5,5.2,66.5,6.1,4,fine,not_sufficient
5286,breakfast_burrito,254.9,3.2,43.6,7.1,7,spoiled,not_sufficient
8368,ceviche,487.8,4.2,61.4,8.3,1,fine,sufficient
30982,grilled_salmon,449.4,1.0,44.0,5.2,6,near_spoiled,sufficient
24352,french_onion_soup,318.6,5.0,56.6,4.5,6,near_spoiled,sufficient
12906,chicken_wings,248.8,7.5,56.6,5.7,5,near_spoiled,not_sufficient
2094,beef_carpaccio,437.6,2.5,42.8,7.6,1,fine,sufficient
15597,cup_cakes,250.6,3.0,67.4,6.2,2,fine,not_sufficient
11337,chicken_curry,286.9,6.6,85.2,5.9,4,near_spoiled,not_sufficient
11684,chicken_curry,354.5,0.8,63.4,4.4,2,fine,sufficient
40586,pancakes,169.9,6.8,55.2,5.1,7,spoiled,not_sufficient
1921,baklava,472.3,8.0,35.9,4.6,3,near_spoiled,sufficient
83,apple-pie,264.1,3.9,66.4,16.3,4,near_spoiled,not_sufficient
17201,donuts,389.4,7.1,74.6,7.8,4,near_spoiled,sufficient
13319,chocolate_cake,384.0,4.6,71.9,5.6,2,fine,sufficient
42052,ramen,256.0,2.2,68.1,6.8,3,fine,not_sufficient
37165,nachos,267.8,5.0,59.1,2.2,5,near_spoiled,not_sufficient
41244,pizza,406.2,3.3,36.6,1.3,0,fine,sufficient
18846,dumplings,363.1,2.9,63.1,7.7,6,near_spoiled,sufficient
27492,fried_rice,286.2,1.9,67.8,5.1,0,fine,not_sufficient
1814,baklava,292.7,4.6,50.9,7.2,3,fine,not_sufficient
34040,ice_cream,219.1,1.7,47.7,7.4,5,near_spoiled,not_sufficient
2995,beef_carpaccio,315.3,7.8,75.9,7.3,5,near_spoiled,sufficient
37526,nachos,163.7,7.4,68.6,2.9,4,near_spoiled,not_sufficient
15439,cup_cakes,85.0,1.6,55.5,7.8,6,near_spoiled,not_sufficient
14297,creme_brulee,320.6,2.4,36.9,6.7,5,near_spoiled,sufficient
42138,ramen,440.1,5.3,63.1,2.3,5,near_spoiled,sufficient
2643,beef_carpaccio,334.3,2.4,52.9,6.2,1,fine,sufficient
9281,cheese_plate,298.8,7.4,65.9,11.7,6,near_spoiled,not_sufficient
40388,pancakes,373.4,5.8,53.6,8.0,4,fine,sufficient
29085,greek_salad,298.4,8.1,49.4,16.4,0,spoiled,not_sufficient
18690,dumplings,385.1,2.2,49.5,6.6,2,fine,sufficient
36964,macaroni_and_cheese,161.3,4.3,65.0,3.4,1,fine,not_sufficient
29232,greek_salad,198.0,5.9,27.4,22.2,2,near_spoiled,not_sufficient
12361,chicken_wings,197.2,5.1,34.5,3.9,6,near_spoiled,not_sufficient
3850,beef_salad,226.6,6.0,73.6,19.0,0,near_spoiled,not_sufficient
49822,waffles,387.1,7.1,50.1,8.2,7,spoiled,sufficient
34511,ice_cream,251.9,2.1,72.9,5.9,1,fine,not_sufficient
16195,deviled_eggs,327.5,7.6,41.5,5.0,2,near_spoiled,sufficient
19234,edamame,407.3,3.4,62.9,3.8,6,near_spoiled,sufficient
30110,grilled_salmon,408.3,3.7,54.1,6.3,3,fine,sufficient
16194,deviled_eggs,427.2,5.6,67.2,5.0,4,fine,sufficient
26991,fried_calamari,336.2,5.6,61.9,4.9,2,fine,sufficient
36323,macaroni_and_cheese,376.7,6.1,83.6,5.1,7,spoiled,sufficient
29268,greek_salad,370.3,2.2,53.1,24.9,3,near_spoiled,sufficient
2601,beef_carpaccio,466.9,6.6,74.9,3.5,5,near_spoiled,sufficient
16347,deviled_eggs,214.4,2.5,75.4,1.5,2,fine,not_sufficient
22548,fish_and_chips,343.1,2.7,47.4,3.0,5,near_spoiled,sufficient
30950,grilled_salmon,631.1,1.2,27.9,2.7,3,fine,sufficient
1519,baklava,352.8,5.1,38.6,4.0,0,fine,sufficient
29341,greek_salad,403.8,7.2,78.7,21.3,3,near_spoiled,sufficient
28891,garlic_bread,228.7,5.9,31.6,8.0,5,near_spoiled,not_sufficient
32183,hot_dog,377.8,4.9,43.8,2.4,3,fine,sufficient
45837,seaweed_salad,359.4,7.0,87.1,24.8,3,near_spoiled,sufficient
4118,bread_pudding,359.8,6.4,35.6,6.0,3,near_spoiled,sufficient
22694,fish_and_chips,267.2,3.1,59.5,6.3,4,fine,not_sufficient
10826,cheesecake,479.1,6.5,54.6,6.1,5,near_spoiled,sufficient
5756,breakfast_burrito,362.2,5.6,75.5,1.3,1,fine,sufficient
38402,omelette,383.0,0.0,65.1,7.6,6,near_spoiled,sufficient
41168,pizza,273.5,1.7,37.9,7.5,6,near_spoiled,not_sufficient
14115,creme_brulee,264.2,2.2,77.5,5.1,0,fine,not_sufficient
48290,sushi,401.9,4.2,44.0,4.6,1,fine,sufficient
