index,food_type,class_index,weight_g,temperature_C,humidity_%,gas_ppm,days_since_added,condition,sufficient
42484,ramen,42,285.1,3.7,66.1,5.0,5,near_spoiled,not_sufficient
9612,cheese_plate,9,426.1,3.2,39.3,7.0,3,fine,sufficient
29670,greek_salad,29,422.6,4.6,36.0,13.2,3,fine,sufficient
20813,falafel,20,533.3,5.3,37.1,3.9,7,spoiled,sufficient
43412,risotto,43,312.0,6.7,68.4,6.4,7,spoiled,sufficient
14380,creme_brulee,14,280.4,1.3,59.7,7.5,4,fine,not_sufficient
2838,beef_carpaccio,2,516.7,3.2,57.5,3.1,2,fine,sufficient
41844,pizza,41,490.7,5.5,49.1,2.0,3,fine,sufficient
20142,falafel,20,451.9,5.2,69.5,6.6,6,near_spoiled,sufficient
3219,beef_salad,3,348.7,6.6,72.7,21.1,0,near_spoiled,sufficient
28150,garlic_bread,28,497.0,3.2,29.4,10.4,5,near_spoiled,sufficient
11325,chicken_curry,11,275.5,7.2,53.2,3.1,0,near_spoiled,not_sufficient
26356,fried_calamari,26,183.0,4.2,50.9,5.9,7,spoiled,not_sufficient
22332,fish_and_chips,22,356.4,2.3,76.1,4.4,6,near_spoiled,sufficient
43679,risotto,43,312.6,2.7,49.2,4.7,5,near_spoiled,sufficient
11531,chicken_curry,11,424.9,5.4,62.9,6.3,7,spoiled,sufficient
4696,bread_pudding,4,375.8,3.5,45.2,3.7,0,fine,sufficient
42551,ramen,42,389.1,5.2,43.2,6.8,4,fine,sufficient
23779,french_fries,23,246.6,0.8,58.7,4.6,4,fine,not_sufficient
5242,breakfast_burrito,5,304.8,7.6,96.7,5.5,4,near_spoiled,sufficient
11546,chicken_curry,11,219.1,5.3,61.0,5.7,7,spoiled,not_sufficient
12501,chicken_wings,12,438.9,5.8,63.4,8.2,5,near_spoiled,sufficient
7339,carrot_cake,7,318.0,4.8,65.7,26.3,6,spoiled,sufficient
7397,carrot_cake,7,367.7,4.8,53.9,26.3,4,spoiled,sufficient
39575,onion_rings,39,303.4,6.0,37.5,5.2,0,fine,sufficient
49388,waffles,49,378.0,5.1,45.4,3.3,7,spoiled,sufficient
25429,french_toast,25,329.4,5.9,92.6,6.9,7,spoiled,sufficient
4483,bread_pudding,4,379.1,3.1,32.5,3.5,0,fine,sufficient
47948,strawberry_shortcake,47,541.5,4.6,66.8,4.8,7,spoiled,sufficient
47520,strawberry_shortcake,47,343.9,7.4,77.6,5.0,0,near_spoiled,sufficient
30961,grilled_salmon,30,297.5,3.6,35.2,5.6,7,spoiled,not_sufficient
37252,nachos,37,440.6,6.5,63.6,8.2,1,near_spoiled,sufficient
43808,risotto,43,184.6,5.3,27.1,8.2,0,fine,not_sufficient
9181,cheese_plate,9,437.3,4.5,42.1,3.6,4,fine,sufficient
13412,chocolate_cake,13,277.4,3.7,46.9,8.1,6,near_spoiled,not_sufficient
47486,strawberry_shortcake,47,293.9,6.8,51.9,5.4,3,near_spoiled,not_sufficient
11907,chicken_curry,11,386.9,4.9,53.1,4.8,1,fine,sufficient
37377,nachos,37,323.8,4.0,59.2,4.7,2,fine,sufficient
27116,fried_rice,27,367.9,3.9,55.4,9.9,2,fine,sufficient
18618,dumplings,18,342.9,3.1,52.0,20.5,4,near_spoiled,sufficient
18723,dumplings,18,331.9,2.9,67.1,10.5,3,fine,sufficient
44168,sashimi,44,438.0,3.8,74.9,3.3,5,near_spoiled,sufficient
17431,donuts,17,303.8,3.6,45.7,5.9,5,near_spoiled,sufficient
45987,seaweed_salad,45,326.0,6.2,47.1,29.6,3,spoiled,sufficient
42095,ramen,42,290.7,6.0,63.6,7.9,0,fine,not_sufficient
47940,strawberry_shortcake,47,495.6,5.9,52.1,6.3,0,fine,sufficient
15121,cup_cakes,15,393.1,2.4,65.3,5.6,5,near_spoiled,sufficient
12879,chicken_wings,12,537.5,4.3,87.7,3.9,3,fine,sufficient
9476,cheese_plate,9,453.0,4.6,53.3,8.7,5,near_spoiled,sufficient
1075,baklava,1,375.3,3.0,30.7,5.3,3,fine,sufficient
14261,creme_brulee,14,302.2,2.3,68.4,4.2,6,near_spoiled,sufficient
41717,pizza,41,265.6,3.1,32.7,5.9,6,near_spoiled,not_sufficient
26856,fried_calamari,26,456.5,7.1,70.4,0.2,1,near_spoiled,sufficient
33546,hummus,33,323.9,2.1,69.0,3.7,2,fine,sufficient
47417,strawberry_shortcake,47,317.7,4.9,62.0,2.6,2,fine,sufficient
45762,seaweed_salad,45,394.9,5.9,64.6,15.9,1,near_spoiled,sufficient
26225,fried_calamari,26,225.7,3.7,48.4,3.5,0,fine,not_sufficient
43719,risotto,43,417.6,4.0,55.9,3.5,1,fine,sufficient
9387,cheese_plate,9,212.7,3.7,45.9,5.7,4,fine,not_sufficient
43557,risotto,43,302.9,1.5,68.0,5.3,0,fine,sufficient
26881,fried_calamari,26,475.1,5.0,60.3,5.3,5,near_spoiled,sufficient
40663,pancakes,40,264.4,3.9,36.5,8.0,6,near_spoiled,not_sufficient
12599,chicken_wings,12,297.8,6.2,52.4,6.7,1,near_spoiled,not_sufficient
6084,caesar_salad,6,365.8,3.5,73.6,22.2,3,near_spoiled,sufficient
25690,french_toast,25,259.5,5.3,54.5,6.5,6,near_spoiled,not_sufficient
40788,pancakes,40,337.2,1.3,50.8,3.7,6,near_spoiled,sufficient
38659,omelette,38,420.6,6.7,74.2,6.9,5,near_spoiled,sufficient
44956,sashimi,44,422.9,3.8,54.6,4.5,1,fine,sufficient
9188,cheese_plate,9,387.4,9.1,30.7,2.3,0,spoiled,sufficient
38774,omelette,38,415.2,8.2,83.9,6.4,1,spoiled,sufficient
566,apple-pie,0,244.9,6.5,54.3,21.2,4,near_spoiled,not_sufficient
20503,falafel,20,426.1,5.8,45.3,1.3,7,spoiled,sufficient
5900,breakfast_burrito,5,326.7,4.7,62.7,6.3,7,spoiled,sufficient
43797,risotto,43,495.3,7.1,60.7,5.6,6,near_spoiled,sufficient
31569,hot_and_sour_soup,31,578.8,1.6,60.2,3.8,4,fine,sufficient
13874,chocolate_cake,13,366.0,8.1,80.5,5.7,5,spoiled,sufficient
841,apple-pie,0,455.3,6.1,47.2,18.8,0,near_spoiled,sufficient
36657,macaroni_and_cheese,36,358.5,4.8,63.0,5.6,0,fine,sufficient
9835,cheese_plate,9,398.4,7.6,68.4,5.1,3,near_spoiled,sufficient
43757,risotto,43,256.5,6.2,40.1,3.9,4,near_spoiled,not_sufficient
43994,risotto,43,287.4,7.0,58.3,5.9,6,near_spoiled,not_sufficient
32531,hot_dog,32,254.1,3.7,52.6,6.2,7,spoiled,not_sufficient
25040,french_toast,25,362.1,4.5,64.6,8.3,5,near_spoiled,sufficient
35435,lobster_roll_sandwich,35,430.8,7.5,48.0,2.3,1,near_spoiled,sufficient
26549,fried_calamari,26,433.1,8.3,59.8,7.1,4,spoiled,sufficient
40376,pancakes,40,272.9,3.5,59.8,4.9,5,near_spoiled,not_sufficient
12335,chicken_wings,12,402.6,3.9,44.0,7.0,2,fine,sufficient
44320,sashimi,44,305.5,3.9,43.1,3.6,6,near_spoiled,sufficient
9342,cheese_plate,9,264.4,2.6,43.5,3.5,7,spoiled,not_sufficient
12976,chicken_wings,12,276.8,5.0,56.4,4.9,4,fine,not_sufficient
36861,macaroni_and_cheese,36,473.4,5.3,64.3,7.2,4,fine,sufficient
31616,hot_and_sour_soup,31,408.8,5.0,55.6,3.9,4,fine,sufficient
766,apple-pie,0,373.0,3.5,80.7,27.8,3,spoiled,sufficient
47793,strawberry_shortcake,47,472.8,4.4,95.2,6.1,2,fine,sufficient
41579,pizza,41,366.7,6.1,48.3,4.5,6,near_spoiled,sufficient
41266,pizza,41,341.4,0.0,33.3,7.1,1,fine,sufficient
46163,spaghetti_carbonara,46,538.9,4.0,38.2,5.6,2,fine,sufficient
47893,strawberry_shortcake,47,361.7,3.3,78.4,3.3,4,fine,sufficient
37634,nachos,37,340.7,2.6,69.0,1.5,3,fine,sufficient
43807,risotto,43,418.5,5.1,82.5,5.2,7,spoiled,sufficient
2621,beef_carpaccio,2,451.2,2.2,56.5,0.9,2,fine,sufficient
43318,risotto,43,307.6,2.5,54.1,6.4,7,spoiled,sufficient
42265,ramen,42,334.0,5.4,64.4,9.0,0,fine,sufficient
39478,onion_rings,39,364.4,6.2,60.6,5.1,6,near_spoiled,sufficient
35795,lobster_roll_sandwich,35,259.1,5.2,94.2,2.6,0,fine,not_sufficient
17289,donuts,17,476.4,9.0,34.3,2.3,5,spoiled,sufficient
36871,macaroni_and_cheese,36,394.6,5.3,35.4,5.3,3,fine,sufficient
17683,donuts,17,509.6,4.9,48.1,6.1,4,fine,sufficient
20126,falafel,20,444.8,3.0,44.8,5.9,0,fine,sufficient
15832,cup_cakes,15,380.8,5.1,61.9,4.1,3,fine,sufficient
34791,ice_cream,34,207.3,3.1,63.8,6.1,4,fine,not_sufficient
18233,dumplings,18,313.2,1.9,57.8,22.8,1,near_spoiled,sufficient
9386,cheese_plate,9,250.6,4.4,39.7,1.5,5,near_spoiled,not_sufficient
35454,lobster_roll_sandwich,35,436.3,7.1,64.7,6.3,0,near_spoiled,sufficient
46937,spaghetti_carbonara,46,282.4,4.3,85.3,4.1,4,fine,not_sufficient
32840,hot_dog,32,226.4,7.1,20.0,6.7,7,spoiled,not_sufficient
33794,hummus,33,269.2,6.8,49.4,6.2,6,near_spoiled,not_sufficient
12752,chicken_wings,12,243.9,5.7,74.5,0.0,4,fine,not_sufficient
25789,french_toast,25,522.2,3.9,66.6,7.3,6,near_spoiled,sufficient
25035,french_toast,25,334.8,4.0,57.2,9.3,2,fine,sufficient
30345,grilled_salmon,30,373.3,6.2,65.3,2.2,0,near_spoiled,sufficient
30653,grilled_salmon,30,361.1,5.8,75.2,1.4,3,fine,sufficient
13909,chocolate_cake,13,159.2,5.0,72.7,5.5,3,fine,not_sufficient
33958,hummus,33,268.1,6.0,74.6,4.4,1,fine,not_sufficient
23208,french_fries,23,650.0,3.6,48.7,6.4,5,near_spoiled,sufficient
44831,sashimi,44,432.7,2.8,66.4,7.0,6,near_spoiled,sufficient
26021,fried_calamari,26,247.1,6.1,57.0,9.1,1,near_spoiled,not_sufficient
31588,hot_and_sour_soup,31,230.6,6.0,83.2,5.0,2,fine,not_sufficient
3500,beef_salad,3,374.5,4.8,95.2,18.9,1,near_spoiled,sufficient
47561,strawberry_shortcake,47,334.2,5.2,64.6,5.1,6,near_spoiled,sufficient
41275,pizza,41,415.1,3.7,38.4,2.6,2,fine,sufficient
35478,lobster_roll_sandwich,35,354.7,4.3,62.8,2.9,5,near_spoiled,sufficient
19117,edamame,19,269.3,3.6,82.2,26.6,4,spoiled,not_sufficient
20602,falafel,20,362.3,7.9,42.9,6.3,2,near_spoiled,sufficient
4243,bread_pudding,4,364.1,6.5,54.1,4.4,2,near_spoiled,sufficient
20345,falafel,20,253.5,3.7,51.7,2.7,4,fine,not_sufficient
45882,seaweed_salad,45,371.9,8.9,77.7,25.6,1,spoiled,sufficient
1360,baklava,1,373.2,3.0,21.7,5.8,2,fine,sufficient
12932,chicken_wings,12,370.8,4.7,66.2,7.4,7,spoiled,sufficient
31534,hot_and_sour_soup,31,235.9,7.9,70.6,2.9,5,near_spoiled,not_sufficient
26149,fried_calamari,26,293.3,8.3,64.0,6.1,1,spoiled,not_sufficient
17264,donuts,17,288.7,1.7,71.1,4.9,5,near_spoiled,not_sufficient
34347,ice_cream,34,527.8,1.9,36.5,6.6,5,near_spoiled,sufficient
23958,french_fries,23,419.8,3.8,63.1,4.3,1,fine,sufficient
1510,baklava,1,506.5,5.3,54.0,4.1,5,near_spoiled,sufficient
12781,chicken_wings,12,320.0,4.7,48.3,6.4,3,fine,sufficient
36881,macaroni_and_cheese,36,449.8,6.9,67.8,4.0,1,near_spoiled,sufficient
43335,risotto,43,221.3,6.2,93.0,7.1,2,near_spoiled,not_sufficient
1846,baklava,1,168.7,5.7,30.7,6.1,7,spoiled,not_sufficient
27940,fried_rice,27,425.5,6.5,51.9,4.9,7,spoiled,sufficient
12244,chicken_wings,12,333.2,9.0,51.7,10.2,4,spoiled,sufficient
7839,carrot_cake,7,418.4,6.1,59.3,21.1,5,near_spoiled,sufficient
6964,caesar_salad,6,316.9,3.2,63.2,17.8,0,near_spoiled,sufficient
27611,fried_rice,27,365.8,5.5,42.3,5.6,2,fine,sufficient
46461,spaghetti_carbonara,46,359.7,6.3,73.6,7.6,5,near_spoiled,sufficient
29319,greek_salad,29,430.0,6.3,35.8,19.6,3,near_spoiled,sufficient
13770,chocolate_cake,13,210.1,2.5,72.9,4.0,7,spoiled,not_sufficient
15701,cup_cakes,15,415.1,5.7,40.5,5.1,0,fine,sufficient
20285,falafel,20,442.8,5.1,72.8,6.2,5,near_spoiled,sufficient
12003,chicken_wings,12,252.2,4.9,79.7,7.0,0,fine,not_sufficient
4333,bread_pudding,4,320.6,3.9,39.6,2.3,6,near_spoiled,sufficient
29673,greek_salad,29,481.8,2.8,53.8,22.0,3,near_spoiled,sufficient
14368,creme_brulee,14,419.4,2.5,50.6,0.0,0,fine,sufficient
11679,chicken_curry,11,209.5,6.1,68.4,6.1,6,near_spoiled,not_sufficient
41417,pizza,41,295.0,7.5,30.1,4.8,6,near_spoiled,not_sufficient
10252,cheesecake,10,394.9,7.1,47.0,3.7,0,near_spoiled,sufficient
25819,french_toast,25,504.9,5.6,62.8,4.4,4,fine,sufficient
36383,macaroni_and_cheese,36,297.6,6.4,32.7,4.7,6,near_spoiled,not_sufficient
29370,greek_salad,29,269.4,6.9,68.2,17.2,2,near_spoiled,not_sufficient
2109,beef_carpaccio,2,406.0,5.7,67.9,5.7,7,spoiled,sufficient
12502,chicken_wings,12,380.2,6.2,63.1,3.6,3,near_spoiled,sufficient
10779,cheesecake,10,460.4,4.9,55.6,2.2,2,fine,sufficient
28467,garlic_bread,28,308.2,3.7,33.5,1.9,4,fine,sufficient
7774,carrot_cake,7,375.2,3.9,59.8,23.2,3,near_spoiled,sufficient
40616,pancakes,40,416.5,6.8,52.8,6.4,6,near_spoiled,sufficient
3645,beef_salad,3,372.0,6.0,55.1,22.0,1,near_spoiled,sufficient
30172,grilled_salmon,30,365.2,8.5,56.7,4.2,4,spoiled,sufficient
38092,omelette,38,367.4,3.0,65.5,5.9,1,fine,sufficient
11352,chicken_curry,11,117.0,6.3,39.8,8.9,5,near_spoiled,not_sufficient
36952,macaroni_and_cheese,36,163.0,4.6,80.0,4.1,3,fine,not_sufficient
45515,seaweed_salad,45,488.7,4.4,68.6,23.8,3,near_spoiled,sufficient
48206,sushi,48,481.2,4.0,44.3,3.5,2,fine,sufficient
48504,sushi,48,383.9,4.1,47.9,6.4,3,fine,sufficient
43283,risotto,43,300.1,8.0,63.2,3.2,7,spoiled,sufficient
637,apple-pie,0,390.5,3.7,55.0,21.9,1,near_spoiled,sufficient
8984,ceviche,8,336.2,3.4,74.0,2.8,1,fine,sufficient
16631,deviled_eggs,16,515.5,5.8,77.1,6.2,2,fine,sufficient
22667,fish_and_chips,22,472.1,4.2,64.4,2.7,0,fine,sufficient
4513,bread_pudding,4,248.6,4.4,23.2,6.7,6,near_spoiled,not_sufficient
1194,baklava,1,386.5,0.9,43.0,6.8,4,fine,sufficient
32814,hot_dog,32,358.4,5.8,56.7,6.2,2,fine,sufficient
17361,donuts,17,460.4,3.3,62.4,5.1,7,spoiled,sufficient
32306,hot_dog,32,280.3,4.3,44.6,1.8,4,fine,not_sufficient
42744,ramen,42,395.7,4.7,37.0,2.4,2,fine,sufficient
13867,chocolate_cake,13,332.9,2.6,49.2,3.1,4,fine,sufficient
6787,caesar_salad,6,346.3,6.9,62.0,22.9,0,near_spoiled,sufficient
2964,beef_carpaccio,2,509.8,2.1,62.7,3.3,3,fine,sufficient
21948,filet_mignon,21,285.6,1.2,91.2,2.7,3,fine,not_sufficient
9777,cheese_plate,9,595.2,2.3,75.2,4.0,2,fine,sufficient
22077,fish_and_chips,22,338.9,2.7,63.2,5.0,0,fine,sufficient
4516,bread_pudding,4,444.7,4.8,32.5,3.3,7,spoiled,sufficient
9582,cheese_plate,9,356.1,4.5,78.9,5.5,4,fine,sufficient
14268,creme_brulee,14,264.3,2.2,66.0,7.0,2,fine,not_sufficient
3217,beef_salad,3,705.0,6.7,61.2,21.6,3,near_spoiled,sufficient
34744,ice_cream,34,72.7,0.6,39.0,2.6,0,fine,not_sufficient
37298,nachos,37,319.1,7.2,70.2,4.2,0,near_spoiled,sufficient
2461,beef_carpaccio,2,318.8,4.6,62.2,7.0,2,fine,sufficient
32747,hot_dog,32,323.4,2.3,81.7,7.7,5,near_spoiled,sufficient
18067,dumplings,18,460.1,7.9,90.3,27.6,1,spoiled,sufficient
39658,onion_rings,39,383.3,6.2,61.9,3.0,4,near_spoiled,sufficient
33258,hummus,33,350.2,3.3,62.2,4.2,3,fine,sufficient
33440,hummus,33,424.6,5.9,48.1,5.0,2,fine,sufficient
40222,pancakes,40,475.9,10.0,77.9,4.7,3,spoiled,sufficient
41529,pizza,41,280.2,4.5,25.6,7.8,6,near_spoiled,not_sufficient
26624,fried_calamari,26,254.9,3.3,73.7,3.2,0,fine,not_sufficient
30789,grilled_salmon,30,376.4,5.7,59.7,3.3,6,near_spoiled,sufficient
43818,risotto,43,203.6,6.5,86.2,7.0,1,near_spoiled,not_sufficient
4152,bread_pudding,4,411.0,5.7,43.0,3.3,5,near_spoiled,sufficient
433,apple-pie,0,492.6,6.9,69.9,7.7,6,near_spoiled,sufficient
5168,breakfast_burrito,5,478.3,5.8,57.3,5.4,5,near_spoiled,sufficient
23985,french_fries,23,262.1,8.3,67.3,7.8,3,spoiled,not_sufficient
34601,ice_cream,34,537.4,1.8,32.5,5.2,3,fine,sufficient
26017,fried_calamari,26,363.5,6.4,70.1,7.4,6,near_spoiled,sufficient
47745,strawberry_shortcake,47,307.5,3.7,83.8,4.9,2,fine,sufficient
12698,chicken_wings,12,217.6,10.0,55.9,3.2,7,spoiled,not_sufficient
38,apple-pie,0,314.5,4.0,33.7,21.0,4,near_spoiled,sufficient
32545,hot_dog,32,447.7,4.8,46.0,7.4,7,spoiled,sufficient
33025,hummus,33,466.8,1.0,87.1,3.5,4,fine,sufficient
32141,hot_dog,32,418.4,4.5,57.4,3.6,4,fine,sufficient
20373,falafel,20,168.2,2.2,35.7,6.8,3,fine,not_sufficient
47076,strawberry_shortcake,47,546.8,4.3,67.8,6.4,7,spoiled,sufficient
40678,pancakes,40,382.0,1.0,46.4,4.6,7,spoiled,sufficient
37362,nachos,37,427.4,6.1,34.2,0.9,7,spoiled,sufficient
714,apple-pie,0,370.7,3.0,59.5,25.1,3,spoiled,sufficient
560,apple-pie,0,397.6,8.6,42.7,14.9,2,spoiled,sufficient
48130,sushi,48,363.0,3.7,82.8,2.5,1,fine,sufficient
37090,nachos,37,348.0,6.4,39.0,2.8,4,near_spoiled,sufficient
35104,lobster_roll_sandwich,35,461.1,3.0,55.4,7.3,7,spoiled,sufficient
13092,chocolate_cake,13,210.6,4.2,77.0,4.9,6,near_spoiled,not_sufficient
37306,nachos,37,356.9,5.7,63.7,6.2,2,fine,sufficient
12613,chicken_wings,12,351.7,6.7,52.5,3.1,0,near_spoiled,sufficient
46804,spaghetti_carbonara,46,249.1,3.0,57.7,1.9,3,fine,not_sufficient
6132,caesar_salad,6,374.8,4.9,87.5,22.3,3,near_spoiled,sufficient
25458,french_toast,25,129.3,5.5,58.7,6.2,4,fine,not_sufficient
39771,onion_rings,39,336.8,5.1,64.5,5.5,3,fine,sufficient
30383,grilled_salmon,30,526.0,4.5,88.0,4.9,5,near_spoiled,sufficient
13093,chocolate_cake,13,327.2,5.7,50.6,5.1,2,fine,sufficient
32543,hot_dog,32,263.0,6.6,78.8,2.0,5,near_spoiled,not_sufficient
26326,fried_calamari,26,272.0,2.3,81.8,4.5,4,fine,not_sufficient
20685,falafel,20,634.6,4.9,50.8,5.0,3,fine,sufficient
40228,pancakes,40,314.4,4.1,55.8,4.9,6,near_spoiled,sufficient
18891,dumplings,18,282.5,6.1,39.5,19.3,3,near_spoiled,not_sufficient
24715,french_onion_soup,24,383.5,8.1,60.7,4.0,1,spoiled,sufficient
28813,garlic_bread,28,340.9,8.3,58.2,5.5,0,spoiled,sufficient
18965,dumplings,18,475.0,8.3,69.8,17.6,7,spoiled,sufficient
24816,french_onion_soup,24,356.2,7.4,71.0,4.9,6,near_spoiled,sufficient
13018,chocolate_cake,13,353.7,5.8,63.1,0.0,1,fine,sufficient
13880,chocolate_cake,13,262.6,4.1,63.5,6.4,7,spoiled,not_sufficient
3748,beef_salad,3,357.9,7.6,61.1,11.5,3,near_spoiled,sufficient
11601,chicken_curry,11,478.7,4.0,39.6,5.3,5,near_spoiled,sufficient
1598,baklava,1,385.9,3.3,29.9,3.0,0,fine,sufficient
44293,sashimi,44,324.2,2.1,64.8,2.9,6,near_spoiled,sufficient
20875,falafel,20,351.1,6.3,46.1,5.3,2,near_spoiled,sufficient
30678,grilled_salmon,30,232.2,2.9,63.0,5.5,2,fine,not_sufficient
40122,pancakes,40,336.6,8.3,46.7,7.1,3,spoiled,sufficient
14081,creme_brulee,14,458.0,2.9,53.2,3.0,6,near_spoiled,sufficient
24313,french_onion_soup,24,342.0,0.9,37.8,2.7,2,fine,sufficient
9373,cheese_plate,9,266.0,2.1,34.7,6.1,1,fine,not_sufficient
49481,waffles,49,261.6,5.8,27.4,3.7,4,fine,not_sufficient
22392,fish_and_chips,22,335.7,4.4,68.4,4.5,0,fine,sufficient
4303,bread_pudding,4,449.3,4.6,52.7,3.4,3,fine,sufficient
35775,lobster_roll_sandwich,35,538.9,5.6,59.5,7.2,4,fine,sufficient
22695,fish_and_chips,22,454.6,3.1,46.7,2.9,5,near_spoiled,sufficient
45123,seaweed_salad,45,393.4,2.2,34.3,19.7,3,near_spoiled,sufficient
13286,chocolate_cake,13,254.4,6.0,92.3,3.5,4,fine,not_sufficient
48904,sushi,48,157.2,3.2,92.5,5.7,1,fine,not_sufficient
28440,garlic_bread,28,331.1,4.5,34.8,3.9,1,fine,sufficient
7524,carrot_cake,7,262.9,5.0,93.6,22.9,3,near_spoiled,not_sufficient
38599,omelette,38,359.1,5.3,62.2,10.4,0,fine,sufficient
48799,sushi,48,415.5,4.9,41.9,3.4,1,fine,sufficient
42041,ramen,42,163.9,6.6,34.6,6.0,3,near_spoiled,not_sufficient
1560,baklava,1,317.6,4.5,42.9,6.5,6,near_spoiled,sufficient
13314,chocolate_cake,13,329.9,6.2,54.5,5.4,0,near_spoiled,sufficient
13529,chocolate_cake,13,249.3,3.6,71.9,5.9,5,near_spoiled,not_sufficient
25018,french_toast,25,414.1,0.0,58.2,5.9,1,fine,sufficient
19318,edamame,19,486.2,5.2,87.9,15.1,3,near_spoiled,sufficient
7929,carrot_cake,7,582.3,3.9,67.2,11.9,4,fine,sufficient
2108,beef_carpaccio,2,174.2,5.5,75.2,6.2,4,fine,not_sufficient
30364,grilled_salmon,30,310.5,2.2,79.7,7.2,0,fine,sufficient
31263,hot_and_sour_soup,31,474.4,4.5,72.6,5.9,6,near_spoiled,sufficient
42136,ramen,42,272.9,3.0,74.1,3.2,0,fine,not_sufficient
38217,omelette,38,418.0,0.3,55.7,4.6,7,spoiled,sufficient
19466,edamame,19,390.9,7.1,80.2,31.4,5,spoiled,sufficient
47452,strawberry_shortcake,47,375.6,6.3,90.2,5.9,5,near_spoiled,sufficient
30625,grilled_salmon,30,162.6,7.1,67.3,8.5,0,near_spoiled,not_sufficient
10448,cheesecake,10,295.9,6.2,70.3,6.6,3,near_spoiled,not_sufficient
12562,chicken_wings,12,389.1,2.4,73.5,7.2,6,near_spoiled,sufficient
15864,cup_cakes,15,400.7,4.3,53.9,5.1,4,fine,sufficient
13937,chocolate_cake,13,450.2,3.1,80.1,5.8,5,near_spoiled,sufficient
7940,carrot_cake,7,372.2,4.0,85.9,15.6,5,near_spoiled,sufficient
16106,deviled_eggs,16,212.8,6.0,50.5,4.5,4,fine,not_sufficient
44151,sashimi,44,265.5,3.5,65.7,5.6,4,fine,not_sufficient
19798,edamame,19,309.0,3.4,46.5,22.2,0,near_spoiled,sufficient
40120,pancakes,40,485.1,7.4,52.2,4.3,6,near_spoiled,sufficient
42888,ramen,42,342.7,8.1,58.3,5.9,0,spoiled,sufficient
17291,donuts,17,577.0,5.8,49.7,4.7,1,fine,sufficient
46188,spaghetti_carbonara,46,373.7,4.8,47.3,6.3,1,fine,sufficient
761,apple-pie,0,289.9,3.6,64.7,20.7,4,near_spoiled,not_sufficient
19503,edamame,19,267.1,4.5,100.0,22.4,0,near_spoiled,not_sufficient
33755,hummus,33,341.4,6.1,68.9,3.7,4,near_spoiled,sufficient
26868,fried_calamari,26,349.8,5.7,83.4,5.7,4,fine,sufficient
33093,hummus,33,445.5,4.3,73.2,4.8,5,near_spoiled,sufficient
30564,grilled_salmon,30,314.5,3.1,55.1,4.9,7,spoiled,sufficient
17065,donuts,17,453.2,3.9,57.8,5.9,3,fine,sufficient
35366,lobster_roll_sandwich,35,372.3,2.2,69.2,3.3,3,fine,sufficient
16680,deviled_eggs,16,387.4,6.6,57.8,3.7,4,near_spoiled,sufficient
30713,grilled_salmon,30,363.6,6.0,61.2,7.1,2,fine,sufficient
30178,grilled_salmon,30,280.2,5.3,62.4,7.3,7,spoiled,not_sufficient
11736,chicken_curry,11,450.2,6.5,58.8,6.5,6,near_spoiled,sufficient
1786,baklava,1,308.0,5.8,46.1,4.4,5,near_spoiled,sufficient
4383,bread_pudding,4,226.6,1.2,33.0,5.4,5,near_spoiled,not_sufficient
21703,filet_mignon,21,499.5,3.3,73.7,2.7,7,spoiled,sufficient
44723,sashimi,44,532.9,3.0,40.5,4.5,3,fine,sufficient
9477,cheese_plate,9,414.1,2.4,43.9,2.7,6,near_spoiled,sufficient
4894,bread_pudding,4,398.5,5.9,41.6,5.9,6,near_spoiled,sufficient
22118,fish_and_chips,22,317.8,4.3,87.8,2.6,2,fine,sufficient
12647,chicken_wings,12,452.9,4.4,46.8,3.1,6,near_spoiled,sufficient
15322,cup_cakes,15,306.9,5.7,59.5,3.6,3,fine,sufficient
43781,risotto,43,274.6,5.3,56.6,3.3,2,fine,not_sufficient
29481,greek_salad,29,311.8,10.0,66.8,28.4,1,spoiled,sufficient
22212,fish_and_chips,22,488.0,4.2,45.2,6.5,7,spoiled,sufficient
15235,cup_cakes,15,412.8,2.8,50.0,5.9,3,fine,sufficient
17255,donuts,17,261.4,1.7,35.0,5.6,7,spoiled,not_sufficient
7408,carrot_cake,7,483.6,5.1,76.6,20.9,6,near_spoiled,sufficient
21693,filet_mignon,21,297.7,8.6,27.3,4.0,5,spoiled,not_sufficient
18102,dumplings,18,447.3,4.4,53.6,26.8,3,spoiled,sufficient
2649,beef_carpaccio,2,333.0,5.1,88.7,4.6,5,near_spoiled,sufficient
2587,beef_carpaccio,2,247.3,4.7,47.0,7.2,5,near_spoiled,not_sufficient
25288,french_toast,25,621.6,4.3,60.0,5.6,7,spoiled,sufficient
29382,greek_salad,29,622.2,5.9,66.2,22.7,2,near_spoiled,sufficient
19545,edamame,19,360.8,7.1,64.3,21.6,0,near_spoiled,sufficient
11010,chicken_curry,11,435.5,3.1,70.9,6.1,7,spoiled,sufficient
35951,lobster_roll_sandwich,35,488.6,3.0,26.3,7.2,0,fine,sufficient
31043,hot_and_sour_soup,31,518.8,5.6,58.6,3.2,6,near_spoiled,sufficient
11673,chicken_curry,11,260.3,8.7,91.3,4.6,7,spoiled,not_sufficient
37572,nachos,37,401.7,2.7,61.1,2.9,7,spoiled,sufficient
4219,bread_pudding,4,286.4,6.8,61.3,7.4,5,near_spoiled,not_sufficient
38461,omelette,38,277.3,5.8,78.4,1.1,6,near_spoiled,not_sufficient
