food_type,temperature,humidity,gas_ppm,days_since_added,weight,amount_status,spoilage_status
chicken_wings,1.0,66.7,367,6.1,199.6,not_sufficient,near_spoiled
grilled_salmon,3.5,75.7,264,2.4,485.1,sufficient,near_spoiled
strawberry_shortcake,5.3,85.9,680,4.0,385.5,sufficient,spoiled
beef_salad,0.8,60.8,222,4.1,551.9,sufficient,near_spoiled
carrot_cake,5.4,71.3,737,3.5,414.1,sufficient,spoiled
french_onion_soup,4.6,78.0,354,2.9,581.5,sufficient,near_spoiled
filet_mignon,1.4,69.9,107,2.9,500.9,sufficient,fine
hot_dog,-0.6,83.9,168,0.0,214.0,not_sufficient,fine
seaweed_salad,4.0,75.8,115,2.5,174.4,not_sufficient,fine
deviled_eggs,7.2,73.0,232,5.2,254.3,not_sufficient,near_spoiled
fried_rice,6.0,63.0,119,1.2,285.9,not_sufficient,fine
cup_cakes,6.8,83.0,176,2.2,246.4,not_sufficient,fine
nachos,5.7,65.2,272,5.2,187.5,not_sufficient,near_spoiled
french_onion_soup,4.7,72.1,274,5.0,544.0,sufficient,near_spoiled
french_fries,3.8,67.8,244,6.2,321.2,sufficient,near_spoiled
cheececake,4.7,60.4,104,3.9,396.8,sufficient,fine
bread_pudding,5.5,89.5,223,2.5,136.6,not_sufficient,near_spoiled
ceviche,0.8,61.3,137,3.0,162.6,not_sufficient,fine
apple-pie,7.5,62.0,101,0.0,493.3,sufficient,fine
bread_pudding,7.5,84.7,340,1.8,523.1,sufficient,near_spoiled
edamame,3.3,77.3,173,2.8,247.5,not_sufficient,fine
french_toast,5.3,76.5,104,1.5,159.2,not_sufficient,fine
french_toast,4.3,74.5,152,0.8,498.2,sufficient,fine
chocolate_cake,6.4,81.6,189,3.3,248.3,not_sufficient,fine
beef_salad,0.9,66.9,136,0.7,339.2,sufficient,fine
pancakes,6.2,88.1,299,3.9,370.6,sufficient,near_spoiled
chicken_wings,3.8,78.1,250,9.0,356.1,sufficient,near_spoiled
fish_and_chips,3.1,76.0,375,7.7,535.4,sufficient,near_spoiled
french_onion_soup,4.2,85.3,277,3.2,239.6,not_sufficient,near_spoiled
apple-pie,5.3,78.3,156,1.7,301.5,sufficient,fine
fish_and_chips,6.5,79.9,153,2.6,207.5,not_sufficient,fine
dumplings,3.2,82.8,116,2.1,213.6,not_sufficient,fine
donuts,8.0,87.4,105,2.5,285.4,not_sufficient,fine
hot_and_sour_soup,4.6,61.1,129,0.0,275.5,not_sufficient,fine
falafel,4.9,60.9,139,0.4,482.9,sufficient,fine
lobster_roll_sandwich,2.7,72.9,196,2.5,111.8,not_sufficient,fine
hummus,3.7,78.2,182,2.4,586.8,sufficient,fine
baklava,2.4,61.4,288,5.5,458.8,sufficient,near_spoiled
spaghetti_carbonara,3.6,65.6,126,1.5,592.7,sufficient,fine
chicken_wings,-0.3,77.9,195,3.3,453.6,sufficient,fine
french_toast,3.4,89.1,188,0.3,308.0,sufficient,fine
hot_dog,1.0,61.7,250,2.3,542.3,sufficient,near_spoiled
fried_rice,4.2,78.7,350,3.0,126.5,not_sufficient,near_spoiled
spaghetti_carbonara,4.4,64.7,289,5.2,361.7,sufficient,near_spoiled
beef_salad,2.6,67.6,279,3.3,241.1,not_sufficient,near_spoiled
breakfast_burrito,5.8,72.0,160,3.2,480.3,sufficient,fine
donuts,7.6,69.0,351,2.6,434.4,sufficient,near_spoiled
carrot_cake,6.1,86.6,175,0.0,349.8,sufficient,fine
sashimi,3.1,66.0,346,5.9,185.0,not_sufficient,near_spoiled
beef_salad,1.5,82.6,644,8.0,181.0,not_sufficient,spoiled
pizza,4.3,60.9,279,5.3,565.7,sufficient,near_spoiled
fried_calamari,1.3,81.4,111,1.6,383.3,sufficient,fine
breakfast_burrito,7.2,85.3,270,6.8,371.3,sufficient,near_spoiled
beef_salad,2.4,79.8,155,0.1,244.3,not_sufficient,fine
strawberry_shortcake,6.4,88.5,153,1.3,304.5,sufficient,fine
lobster_roll_sandwich,1.1,69.5,329,3.9,167.6,not_sufficient,near_spoiled
ice_cream,3.9,79.9,177,4.1,597.0,sufficient,fine
chicken_wings,5.4,67.4,217,6.0,517.5,sufficient,near_spoiled
garlic_bread,5.6,67.2,193,1.0,141.6,not_sufficient,fine
beef_carpaccio,0.6,62.8,228,4.4,522.1,sufficient,near_spoiled
pancakes,7.2,62.9,282,5.6,592.5,sufficient,near_spoiled
seaweed_salad,1.8,89.5,102,2.8,487.3,sufficient,fine
beef_salad,0.5,87.7,108,0.1,331.6,sufficient,fine
sashimi,2.7,64.4,138,3.8,385.6,sufficient,fine
cheececake,3.1,66.3,161,0.0,184.4,not_sufficient,fine
french_toast,3.8,65.5,177,2.0,409.8,sufficient,fine
hummus,7.4,73.7,796,6.0,314.0,sufficient,spoiled
chicken_curry,1.2,66.0,134,2.9,518.9,sufficient,fine
chicken_wings,2.6,78.7,313,6.6,322.8,sufficient,near_spoiled
omelette,3.7,78.0,198,2.3,452.8,sufficient,fine
strawberry_shortcake,7.3,75.3,748,3.7,222.3,not_sufficient,spoiled
macaroni_and_cheese,1.6,69.3,302,2.9,343.0,sufficient,near_spoiled
french_fries,5.1,89.7,172,4.5,238.6,not_sufficient,fine
spaghetti_carbonara,3.5,77.3,267,3.8,209.9,not_sufficient,near_spoiled
creme_brulee,3.7,61.4,300,5.8,132.2,not_sufficient,near_spoiled
french_fries,4.7,84.2,274,6.4,483.2,sufficient,near_spoiled
edamame,5.7,79.5,279,4.9,208.3,not_sufficient,near_spoiled
breakfast_burrito,7.9,70.5,224,5.2,222.0,not_sufficient,near_spoiled
fish_and_chips,3.7,81.1,371,7.4,130.1,not_sufficient,near_spoiled
ceviche,3.5,70.0,285,9.5,126.1,not_sufficient,near_spoiled
chicken_curry,2.8,83.7,200,0.3,190.8,not_sufficient,fine
hot_and_sour_soup,3.4,83.3,655,4.3,273.0,not_sufficient,spoiled
baklava,8.8,89.0,100,0.2,494.8,sufficient,fine
carrot_cake,4.1,66.2,197,1.5,473.6,sufficient,fine
beef_salad,1.5,65.4,176,1.4,240.9,not_sufficient,fine
hot_and_sour_soup,4.6,69.6,157,1.5,262.6,not_sufficient,fine
falafel,6.0,83.2,163,0.0,518.4,sufficient,fine
deviled_eggs,5.1,79.6,226,4.0,560.1,sufficient,near_spoiled
donuts,8.2,85.0,113,0.8,231.4,not_sufficient,fine
donuts,6.0,77.7,351,4.3,350.6,sufficient,near_spoiled
breakfast_burrito,5.0,69.9,228,6.0,284.5,not_sufficient,near_spoiled
risotto,5.1,84.9,319,6.5,486.9,sufficient,near_spoiled
creme_brulee,5.8,85.1,130,5.0,428.9,sufficient,fine
hot_and_sour_soup,4.2,88.6,704,4.2,128.0,not_sufficient,spoiled
chicken_curry,1.1,64.6,200,3.4,556.1,sufficient,fine
bread_pudding,3.4,89.2,184,0.0,414.9,sufficient,fine
risotto,5.7,69.7,255,7.4,402.2,sufficient,near_spoiled
filet_mignon,2.4,66.8,258,6.1,492.5,sufficient,near_spoiled
onion_rings,3.9,82.3,213,4.1,339.2,sufficient,near_spoiled
fried_rice,4.6,82.4,320,4.3,197.6,not_sufficient,near_spoiled
nachos,3.8,83.3,155,4.7,519.6,sufficient,fine
apple-pie,7.9,67.8,237,3.7,218.4,not_sufficient,near_spoiled
cup_cakes,5.0,82.9,371,3.8,541.2,sufficient,near_spoiled
seaweed_salad,2.9,70.8,303,6.5,159.9,not_sufficient,near_spoiled
fried_rice,7.6,82.6,410,5.5,523.3,sufficient,spoiled
strawberry_shortcake,4.5,75.4,363,2.8,570.9,sufficient,near_spoiled
chicken_curry,-0.6,78.1,157,2.5,321.8,sufficient,fine
sashimi,1.8,89.4,200,3.1,273.6,not_sufficient,fine
fried_rice,3.0,71.2,357,3.0,325.2,sufficient,near_spoiled
garlic_bread,6.1,73.6,206,2.8,446.8,sufficient,near_spoiled
cheese_plate,2.7,71.1,383,7.7,593.8,sufficient,near_spoiled
deviled_eggs,7.1,86.3,247,5.6,116.7,not_sufficient,near_spoiled
grilled_salmon,1.7,78.7,576,3.9,259.7,not_sufficient,spoiled
breakfast_burrito,5.3,89.0,355,7.5,514.5,sufficient,near_spoiled
ice_cream,1.2,84.9,282,6.4,229.0,not_sufficient,near_spoiled
filet_mignon,2.2,87.4,154,2.1,269.1,not_sufficient,fine
spaghetti_carbonara,1.9,71.2,371,4.8,396.3,sufficient,near_spoiled
grilled_salmon,-1.0,75.2,192,0.0,467.7,sufficient,fine
lobster_roll_sandwich,0.4,81.5,203,4.3,429.2,sufficient,near_spoiled
risotto,2.8,78.6,163,3.4,274.3,not_sufficient,fine
dumplings,4.7,79.6,130,0.3,234.2,not_sufficient,fine
filet_mignon,2.9,72.5,294,4.2,176.7,not_sufficient,near_spoiled
falafel,5.2,83.4,170,0.0,313.0,sufficient,fine
baklava,7.8,70.3,102,0.4,507.3,sufficient,fine
edamame,4.8,72.5,260,5.5,114.7,not_sufficient,near_spoiled
cheese_plate,1.2,66.0,301,7.2,589.0,sufficient,near_spoiled
donuts,5.1,81.3,218,3.3,440.1,sufficient,near_spoiled
grilled_salmon,0.6,74.0,486,4.2,361.6,sufficient,spoiled
fish_and_chips,3.9,86.6,192,3.3,126.4,not_sufficient,fine
french_toast,3.6,72.5,312,3.1,359.9,sufficient,near_spoiled
strawberry_shortcake,6.8,60.1,176,0.3,319.2,sufficient,fine
macaroni_and_cheese,0.4,60.8,597,3.1,136.0,not_sufficient,spoiled
beef_carpaccio,5.1,77.4,135,1.9,309.0,sufficient,fine
edamame,4.4,76.1,374,5.5,599.1,sufficient,near_spoiled
cup_cakes,4.6,80.9,151,0.0,370.2,sufficient,fine
sushi,5.4,73.4,216,7.1,299.6,not_sufficient,near_spoiled
onion_rings,4.1,76.5,343,4.3,468.7,sufficient,near_spoiled
pizza,4.1,87.2,179,3.4,423.5,sufficient,fine
french_onion_soup,5.3,67.8,189,2.2,185.9,not_sufficient,fine
pizza,3.2,80.8,282,5.1,529.6,sufficient,near_spoiled
caesar_salad,0.6,85.3,295,3.2,485.8,sufficient,near_spoiled
seaweed_salad,2.2,67.3,167,1.6,333.6,sufficient,fine
french_toast,5.4,69.1,335,4.9,418.5,sufficient,near_spoiled
french_onion_soup,7.2,84.6,200,1.3,454.8,sufficient,fine
dumplings,4.5,73.6,214,4.7,380.3,sufficient,near_spoiled
fish_and_chips,3.9,89.7,261,7.7,102.4,not_sufficient,near_spoiled
edamame,5.0,61.8,139,3.3,291.4,not_sufficient,fine
ceviche,2.6,78.8,194,4.8,281.6,not_sufficient,fine
grilled_salmon,1.6,61.4,513,3.9,226.3,not_sufficient,spoiled
onion_rings,4.3,62.7,270,3.9,411.3,sufficient,near_spoiled
hot_dog,5.2,76.2,153,1.0,169.9,not_sufficient,fine
sushi,3.4,73.5,287,6.2,452.2,sufficient,near_spoiled
seaweed_salad,4.2,65.2,110,3.1,578.4,sufficient,fine
fried_rice,3.9,67.7,111,0.0,564.1,sufficient,fine
dumplings,5.8,60.6,178,3.5,499.6,sufficient,fine
grilled_salmon,1.5,85.2,116,0.0,357.5,sufficient,fine
creme_brulee,7.9,73.7,156,3.2,502.0,sufficient,fine
strawberry_shortcake,5.1,72.0,238,2.6,137.7,not_sufficient,near_spoiled
fried_rice,5.0,71.1,172,0.4,546.7,sufficient,fine
strawberry_shortcake,4.6,63.1,358,2.7,397.5,sufficient,near_spoiled
creme_brulee,5.9,72.2,102,1.6,140.8,not_sufficient,fine
lobster_roll_sandwich,-1.0,88.0,320,4.1,221.0,not_sufficient,near_spoiled
sushi,1.3,77.7,162,4.8,568.7,sufficient,fine
edamame,6.1,69.6,180,2.2,172.3,not_sufficient,fine
seaweed_salad,3.6,70.4,121,3.0,492.3,sufficient,fine
french_fries,6.1,84.2,181,4.8,356.8,sufficient,fine
ice_cream,2.7,60.5,147,3.8,313.8,sufficient,fine
breakfast_burrito,6.2,70.8,195,4.7,577.4,sufficient,fine
chicken_wings,2.8,71.0,253,8.6,457.6,sufficient,near_spoiled
cup_cakes,5.6,80.7,123,2.1,533.8,sufficient,fine
ice_cream,1.7,82.2,238,5.4,281.9,not_sufficient,near_spoiled
donuts,5.6,86.6,398,4.0,341.2,sufficient,near_spoiled
breakfast_burrito,7.5,65.5,380,8.1,383.6,sufficient,near_spoiled
beef_salad,1.7,65.2,125,2.4,226.0,not_sufficient,fine
chicken_wings,3.1,69.1,146,3.2,265.9,not_sufficient,fine
apple-pie,7.6,63.3,151,1.2,359.3,sufficient,fine
bread_pudding,5.5,69.8,161,0.3,265.1,not_sufficient,fine
strawberry_shortcake,8.4,71.6,105,0.0,248.2,not_sufficient,fine
beef_carpaccio,3.5,63.5,127,1.0,555.7,sufficient,fine
pancakes,6.7,70.1,193,3.1,138.2,not_sufficient,fine
hummus,4.9,74.4,439,5.3,420.5,sufficient,spoiled
carrot_cake,4.7,76.5,113,0.0,565.0,sufficient,fine
beef_carpaccio,5.5,69.5,320,3.1,572.7,sufficient,near_spoiled
carrot_cake,9.0,82.3,577,4.3,106.4,not_sufficient,spoiled
risotto,3.5,62.3,242,6.1,428.1,sufficient,near_spoiled
chocolate_cake,9.5,87.2,348,4.4,591.4,sufficient,near_spoiled
cheese_plate,3.4,64.9,389,6.8,525.7,sufficient,near_spoiled
onion_rings,6.4,70.5,130,2.1,171.1,not_sufficient,fine
cheese_plate,0.7,60.9,185,3.8,475.1,sufficient,fine
breakfast_burrito,4.2,75.9,151,0.0,546.9,sufficient,fine
cheese_plate,0.1,79.2,161,4.5,245.8,not_sufficient,fine
fish_and_chips,3.9,83.9,150,3.7,317.0,sufficient,fine
edamame,7.4,87.8,315,5.1,247.9,not_sufficient,near_spoiled
falafel,5.6,79.5,117,0.8,557.2,sufficient,fine
cup_cakes,3.9,82.9,122,0.3,572.7,sufficient,fine
fish_and_chips,2.4,87.8,321,7.6,182.8,not_sufficient,near_spoiled
fish_and_chips,3.6,83.8,234,8.5,119.2,not_sufficient,near_spoiled
beef_salad,1.5,72.9,200,0.0,468.9,sufficient,fine
french_fries,3.0,66.8,377,5.3,598.8,sufficient,near_spoiled
spaghetti_carbonara,4.6,77.1,138,2.2,259.0,not_sufficient,fine
sushi,3.1,82.7,227,8.0,375.3,sufficient,near_spoiled
macaroni_and_cheese,2.5,72.1,155,0.0,317.9,sufficient,fine
edamame,6.0,80.2,352,4.9,152.5,not_sufficient,near_spoiled
sushi,4.5,80.7,182,4.9,369.8,sufficient,fine
fried_rice,5.0,61.1,340,4.6,511.8,sufficient,near_spoiled
french_fries,5.0,85.8,116,5.0,212.5,not_sufficient,fine
deviled_eggs,6.4,71.1,144,1.5,234.5,not_sufficient,fine
spaghetti_carbonara,4.5,61.6,164,0.2,233.4,not_sufficient,fine
garlic_bread,4.8,77.1,314,3.4,435.5,sufficient,near_spoiled
risotto,2.8,67.6,100,0.7,306.6,sufficient,fine
hot_and_sour_soup,2.2,66.8,200,0.0,568.9,sufficient,fine
chicken_curry,-1.9,75.7,330,3.6,296.7,not_sufficient,near_spoiled
falafel,5.4,71.7,372,2.0,400.5,sufficient,near_spoiled
filet_mignon,3.0,69.3,307,4.6,224.9,not_sufficient,near_spoiled
beef_salad,1.9,71.7,111,0.0,386.7,sufficient,fine
chocolate_cake,5.0,78.9,325,5.4,452.0,sufficient,near_spoiled
ice_cream,4.2,65.4,261,8.8,553.3,sufficient,near_spoiled
cup_cakes,2.9,86.3,500,5.5,594.6,sufficient,spoiled
caesar_salad,3.6,89.2,252,4.6,582.1,sufficient,near_spoiled
pancakes,5.6,71.3,393,5.7,111.8,not_sufficient,near_spoiled
cup_cakes,4.7,70.6,262,2.7,518.6,sufficient,near_spoiled
bread_pudding,5.0,65.9,350,1.7,220.9,not_sufficient,near_spoiled
fish_and_chips,4.0,81.6,195,3.9,177.9,not_sufficient,fine
edamame,4.6,88.0,200,0.0,492.0,sufficient,fine
onion_rings,2.4,64.7,256,3.2,165.9,not_sufficient,near_spoiled
risotto,4.9,70.5,252,7.1,470.8,sufficient,near_spoiled
ceviche,2.5,61.6,370,5.3,504.9,sufficient,near_spoiled
fried_rice,6.5,70.3,197,1.9,518.9,sufficient,fine
spaghetti_carbonara,3.7,78.6,608,7.7,469.7,sufficient,spoiled
donuts,4.6,64.0,114,2.1,537.6,sufficient,fine
french_toast,3.4,75.4,392,3.1,437.2,sufficient,near_spoiled
filet_mignon,0.0,63.6,151,0.2,517.4,sufficient,fine
chicken_curry,-0.5,81.4,258,4.6,191.3,not_sufficient,near_spoiled
sushi,5.5,60.1,164,2.5,534.4,sufficient,fine
french_fries,5.5,87.2,224,5.4,125.6,not_sufficient,near_spoiled
breakfast_burrito,5.3,68.7,229,6.0,216.9,not_sufficient,near_spoiled
french_toast,6.2,86.0,165,2.1,504.4,sufficient,fine
spaghetti_carbonara,5.1,76.0,142,2.0,391.7,sufficient,fine
fried_calamari,2.0,84.8,193,2.3,349.0,sufficient,fine
baklava,6.4,82.6,116,0.8,430.4,sufficient,fine
risotto,5.6,72.8,125,3.6,478.7,sufficient,fine
ceviche,-0.7,66.3,124,3.5,359.1,sufficient,fine
baklava,4.8,77.5,268,4.7,342.6,sufficient,near_spoiled
sushi,3.7,66.9,214,6.9,198.9,not_sufficient,near_spoiled
donuts,7.5,88.0,170,1.9,417.8,sufficient,fine
falafel,4.5,73.7,105,0.0,279.0,not_sufficient,fine
filet_mignon,2.8,82.5,149,0.0,121.9,not_sufficient,fine
macaroni_and_cheese,2.9,73.1,708,3.2,103.8,not_sufficient,spoiled
creme_brulee,7.6,84.4,188,4.4,557.4,sufficient,fine
risotto,2.9,90.0,187,3.5,442.7,sufficient,fine
sashimi,2.0,62.0,123,2.6,211.1,not_sufficient,fine
spaghetti_carbonara,2.8,79.0,161,1.3,352.0,sufficient,fine
bread_pudding,5.8,61.0,159,0.0,415.0,sufficient,fine
fish_and_chips,4.4,72.6,162,2.3,341.5,sufficient,fine
seaweed_salad,2.2,66.3,197,0.0,521.1,sufficient,fine
omelette,3.8,65.1,208,5.1,391.9,sufficient,near_spoiled
cheese_plate,4.8,74.9,150,2.0,377.5,sufficient,fine
dumplings,6.5,66.8,135,3.1,368.4,sufficient,fine
fried_calamari,0.7,67.6,354,4.9,413.2,sufficient,near_spoiled
macaroni_and_cheese,3.4,76.2,771,6.0,437.7,sufficient,spoiled
edamame,4.6,63.9,123,1.0,463.4,sufficient,fine
onion_rings,2.6,75.7,368,2.7,457.1,sufficient,near_spoiled
bread_pudding,6.8,87.8,128,0.0,323.4,sufficient,fine
dumplings,4.8,83.1,168,3.0,571.9,sufficient,fine
edamame,3.3,86.6,151,3.4,525.5,sufficient,fine
creme_brulee,4.9,87.8,144,3.6,573.2,sufficient,fine
waffles,7.2,88.7,252,5.8,189.2,not_sufficient,near_spoiled
deviled_eggs,5.5,87.8,234,3.9,320.6,sufficient,near_spoiled
edamame,2.6,79.7,173,2.6,314.7,sufficient,fine
fish_and_chips,5.7,68.7,256,6.4,499.3,sufficient,near_spoiled
filet_mignon,2.6,62.6,156,0.9,265.9,not_sufficient,fine
hot_and_sour_soup,5.3,79.8,112,1.4,299.2,not_sufficient,fine
dumplings,4.3,66.6,259,3.6,598.9,sufficient,near_spoiled
nachos,3.7,60.8,319,6.0,158.2,not_sufficient,near_spoiled
cheese_plate,5.5,65.6,306,6.5,250.5,not_sufficient,near_spoiled
ramen,5.7,85.6,176,1.3,445.7,sufficient,fine
fried_rice,6.2,70.7,289,3.3,473.2,sufficient,near_spoiled
pizza,4.3,68.7,169,1.9,157.8,not_sufficient,fine
deviled_eggs,6.6,86.9,283,4.6,227.8,not_sufficient,near_spoiled
chicken_wings,2.9,76.6,145,2.8,476.1,sufficient,fine
deviled_eggs,5.5,73.5,150,0.2,311.6,sufficient,fine
sushi,2.8,66.7,339,7.2,348.2,sufficient,near_spoiled
cup_cakes,7.2,69.8,329,3.7,441.9,sufficient,near_spoiled
omelette,4.5,72.4,353,3.6,510.6,sufficient,near_spoiled
creme_brulee,4.4,81.7,184,4.5,286.6,not_sufficient,fine
chicken_curry,2.5,61.5,339,5.6,537.3,sufficient,near_spoiled
seaweed_salad,0.8,73.9,119,2.7,173.8,not_sufficient,fine
beef_carpaccio,2.9,83.6,110,1.7,441.8,sufficient,fine
fried_rice,3.3,73.8,174,2.0,196.7,not_sufficient,fine
ice_cream,0.7,78.1,123,3.3,525.1,sufficient,fine
hot_dog,1.9,79.4,341,2.8,124.2,not_sufficient,near_spoiled
cheececake,2.9,82.5,114,3.9,449.7,sufficient,fine
chicken_curry,3.0,84.4,191,0.8,529.3,sufficient,fine
french_onion_soup,3.6,78.7,162,0.5,472.3,sufficient,fine
risotto,3.0,63.3,204,6.1,443.6,sufficient,near_spoiled
garlic_bread,5.6,84.0,114,0.5,415.7,sufficient,fine
deviled_eggs,3.9,89.2,126,3.4,188.3,not_sufficient,fine
hot_dog,0.1,62.3,170,0.0,351.4,sufficient,fine
macaroni_and_cheese,2.7,71.7,164,0.0,506.6,sufficient,fine
lobster_roll_sandwich,0.4,60.4,292,3.5,302.1,sufficient,near_spoiled
caesar_salad,1.6,60.5,102,0.4,478.5,sufficient,fine
caesar_salad,4.5,81.2,310,3.5,374.2,sufficient,near_spoiled
dumplings,3.4,77.9,170,2.7,476.7,sufficient,fine
ramen,5.1,84.0,254,6.9,365.0,sufficient,near_spoiled
french_toast,5.3,87.9,252,4.8,126.0,not_sufficient,near_spoiled
macaroni_and_cheese,2.1,73.0,201,2.7,498.3,sufficient,near_spoiled
onion_rings,3.6,64.9,153,0.6,513.8,sufficient,fine
macaroni_and_cheese,2.7,62.0,386,2.0,543.3,sufficient,near_spoiled
sushi,2.3,67.5,329,5.8,237.5,not_sufficient,near_spoiled
ramen,6.0,85.7,183,1.3,320.5,sufficient,fine
garlic_bread,3.6,61.0,274,4.1,316.3,sufficient,near_spoiled
ice_cream,1.4,68.6,313,6.5,519.7,sufficient,near_spoiled
apple-pie,4.9,68.5,189,1.3,129.0,not_sufficient,fine
sushi,5.6,81.6,163,2.4,370.6,sufficient,fine
dumplings,3.0,89.2,253,3.8,408.9,sufficient,near_spoiled
breakfast_burrito,7.8,84.7,150,2.5,577.8,sufficient,fine
ramen,3.0,61.2,142,3.5,543.3,sufficient,fine
cheececake,4.2,74.7,352,8.4,543.8,sufficient,near_spoiled
sushi,5.1,65.4,329,6.0,388.5,sufficient,near_spoiled
hot_dog,2.3,84.2,718,3.1,314.2,sufficient,spoiled
sashimi,-0.6,66.7,163,5.0,273.7,not_sufficient,fine
fried_rice,5.4,83.8,275,3.4,338.1,sufficient,near_spoiled
falafel,4.3,71.5,634,3.7,498.0,sufficient,spoiled
breakfast_burrito,5.3,76.4,119,4.8,172.0,not_sufficient,fine
baklava,5.8,70.7,297,5.1,397.7,sufficient,near_spoiled
french_onion_soup,4.7,69.0,114,1.2,153.0,not_sufficient,fine
sashimi,-0.6,90.0,116,4.8,101.2,not_sufficient,fine
apple-pie,3.1,70.9,218,3.0,294.5,not_sufficient,near_spoiled
fish_and_chips,3.9,89.4,218,9.8,275.6,not_sufficient,near_spoiled
bread_pudding,8.0,82.2,133,0.0,448.8,sufficient,fine
beef_carpaccio,2.8,73.9,227,4.3,142.6,not_sufficient,near_spoiled
waffles,4.6,77.1,393,4.1,561.1,sufficient,near_spoiled
breakfast_burrito,6.5,86.4,286,6.0,514.0,sufficient,near_spoiled
sashimi,0.7,60.3,277,8.5,279.1,not_sufficient,near_spoiled
waffles,5.8,88.6,213,4.2,390.0,sufficient,near_spoiled
fried_calamari,1.7,87.7,526,9.3,434.2,sufficient,spoiled
fish_and_chips,2.8,72.3,177,3.8,554.6,sufficient,fine
fried_rice,4.2,72.2,152,1.9,272.3,not_sufficient,fine
breakfast_burrito,2.6,68.9,137,1.4,176.3,not_sufficient,fine
lobster_roll_sandwich,1.8,82.5,236,3.9,164.5,not_sufficient,near_spoiled
fish_and_chips,4.5,72.0,359,5.6,535.3,sufficient,near_spoiled
fried_rice,10.0,80.6,188,0.0,567.5,sufficient,fine
hot_and_sour_soup,6.1,60.2,380,2.4,154.6,not_sufficient,near_spoiled
french_toast,5.6,63.7,616,6.1,294.3,not_sufficient,spoiled
pancakes,6.1,64.3,270,3.9,237.1,not_sufficient,near_spoiled
ice_cream,4.7,61.4,328,9.8,543.1,sufficient,near_spoiled
fried_calamari,-0.2,70.5,159,2.0,131.1,not_sufficient,fine
french_onion_soup,4.0,76.9,382,3.0,143.3,not_sufficient,near_spoiled
greek_salad,3.2,77.8,140,0.0,120.9,not_sufficient,fine
dumplings,2.0,78.0,380,6.7,286.7,not_sufficient,near_spoiled
cheececake,4.3,88.2,232,6.2,190.3,not_sufficient,near_spoiled
chocolate_cake,7.5,74.5,172,2.4,260.1,not_sufficient,fine
deviled_eggs,6.6,82.8,238,3.7,130.4,not_sufficient,near_spoiled
sushi,3.2,68.9,236,5.8,243.7,not_sufficient,near_spoiled
ice_cream,2.8,76.1,151,4.4,351.2,sufficient,fine
deviled_eggs,5.0,63.9,164,0.0,114.9,not_sufficient,fine
pancakes,5.9,86.6,670,7.4,519.4,sufficient,spoiled
hot_dog,2.2,74.2,165,0.3,166.0,not_sufficient,fine
chicken_curry,3.0,65.5,323,6.1,471.1,sufficient,near_spoiled
chocolate_cake,8.7,70.1,169,2.4,178.6,not_sufficient,fine
dumplings,1.6,76.7,106,3.5,305.8,sufficient,fine
deviled_eggs,5.8,84.8,164,1.7,232.5,not_sufficient,fine
ice_cream,0.7,86.1,300,7.2,251.4,not_sufficient,near_spoiled
cup_cakes,5.6,63.3,619,5.5,332.8,sufficient,spoiled
french_toast,6.6,79.4,187,1.5,220.0,not_sufficient,fine
fried_rice,6.0,86.5,344,3.2,377.4,sufficient,near_spoiled
donuts,8.4,64.4,377,4.0,283.5,not_sufficient,near_spoiled
carrot_cake,6.3,69.1,315,2.3,429.1,sufficient,near_spoiled
pizza,4.3,87.6,131,3.0,374.2,sufficient,fine
apple-pie,6.8,65.7,413,5.2,122.8,not_sufficient,spoiled
ice_cream,4.3,81.9,386,5.1,469.1,sufficient,near_spoiled
onion_rings,3.3,85.5,177,0.0,231.7,not_sufficient,fine
sushi,4.0,80.3,117,2.2,192.5,not_sufficient,fine
pizza,4.6,65.0,161,1.6,185.3,not_sufficient,fine
beef_salad,2.4,80.4,352,4.3,342.6,sufficient,near_spoiled
garlic_bread,6.3,82.7,161,2.2,206.0,not_sufficient,fine
chicken_curry,1.8,89.9,110,0.5,387.6,sufficient,fine
french_onion_soup,5.7,89.8,156,1.5,326.0,sufficient,fine
waffles,6.1,85.5,295,6.4,330.3,sufficient,near_spoiled
macaroni_and_cheese,3.7,66.4,456,5.3,545.7,sufficient,spoiled
dumplings,6.9,65.9,242,6.7,448.5,sufficient,near_spoiled
sashimi,-1.1,62.1,380,5.5,153.8,not_sufficient,near_spoiled
macaroni_and_cheese,2.6,82.5,225,2.9,245.8,not_sufficient,near_spoiled
fried_calamari,2.3,88.5,133,2.7,344.2,sufficient,fine
dumplings,2.2,79.2,267,3.7,596.0,sufficient,near_spoiled
hummus,4.8,89.6,243,2.9,352.7,sufficient,near_spoiled
breakfast_burrito,4.7,77.4,265,10.0,128.8,not_sufficient,near_spoiled
french_onion_soup,4.4,69.5,235,4.2,124.8,not_sufficient,near_spoiled
apple-pie,4.6,71.8,336,3.9,345.4,sufficient,near_spoiled
hummus,7.8,75.5,317,3.4,307.2,sufficient,near_spoiled
dumplings,4.9,85.8,149,2.6,200.9,not_sufficient,fine
sashimi,1.5,72.4,357,5.3,137.3,not_sufficient,near_spoiled
pancakes,4.3,60.3,133,3.2,404.4,sufficient,fine
dumplings,6.5,68.7,388,5.1,360.9,sufficient,near_spoiled
deviled_eggs,4.0,74.7,350,3.9,283.6,not_sufficient,near_spoiled
